"","stock","species","broodyear","recruits","spawners","stock.id"
"105","Ayakulik-Sockeye","Sockeye",1979,254507,222270,2
"106","Ayakulik-Sockeye","Sockeye",1980,1152533,774328,2
"107","Ayakulik-Sockeye","Sockeye",1981,1091980,279200,2
"108","Ayakulik-Sockeye","Sockeye",1982,240472,169678,2
"109","Ayakulik-Sockeye","Sockeye",1983,382082,171415,2
"110","Ayakulik-Sockeye","Sockeye",1984,604314,283215,2
"111","Ayakulik-Sockeye","Sockeye",1985,1786779,388759,2
"112","Ayakulik-Sockeye","Sockeye",1986,1730211,318135,2
"113","Ayakulik-Sockeye","Sockeye",1987,1015566,261913,2
"114","Ayakulik-Sockeye","Sockeye",1988,325535,291774,2
"115","Ayakulik-Sockeye","Sockeye",1989,752667,768101,2
"116","Ayakulik-Sockeye","Sockeye",1990,600475,371282,2
"117","Ayakulik-Sockeye","Sockeye",1991,1265306,384859,2
"118","Ayakulik-Sockeye","Sockeye",1992,582033,344184,2
"119","Ayakulik-Sockeye","Sockeye",1993,772668,286170,2
"120","Ayakulik-Sockeye","Sockeye",1994,1454916,380181,2
"121","Ayakulik-Sockeye","Sockeye",1995,683791,317832,2
"122","Ayakulik-Sockeye","Sockeye",1996,482553,337155,2
"123","Ayakulik-Sockeye","Sockeye",1997,91798,308214,2
"124","Ayakulik-Sockeye","Sockeye",1998,212283,427208,2
"125","Ayakulik-Sockeye","Sockeye",1999,474020,295716.6156,2
"126","Ayakulik-Sockeye","Sockeye",2000,291385,208651,2
"127","Ayakulik-Sockeye","Sockeye",2001,194600,218892,2
"128","Ayakulik-Sockeye","Sockeye",2002,313385,229292,2
"129","Ayakulik-Sockeye","Sockeye",2003,233514,197892,2
"130","Ayakulik-Sockeye","Sockeye",2004,298125,275238,2
"131","Ayakulik-Sockeye","Sockeye",2005,491723,251906,2
"132","Ayakulik-Sockeye","Sockeye",2006,420587,87780.0001,2
"133","Ayakulik-Sockeye","Sockeye",2007,636865,283042,2
"134","Ayakulik-Sockeye","Sockeye",2008,353420,162888,2
"135","Ayakulik-Sockeye","Sockeye",2009,480608,315184,2
"136","Ayakulik-Sockeye","Sockeye",2010,992533,262327,2
"144","Bear-Sockeye","Sockeye",1981,318386,214728,3
"145","Bear-Sockeye","Sockeye",1982,280870,104503,3
"146","Bear-Sockeye","Sockeye",1983,319246,172143,3
"147","Bear-Sockeye","Sockeye",1984,503626,108151,3
"148","Bear-Sockeye","Sockeye",1985,939836,170739,3
"149","Bear-Sockeye","Sockeye",1986,870243,98921,3
"150","Bear-Sockeye","Sockeye",1987,1088611,83395,3
"151","Bear-Sockeye","Sockeye",1988,690272,140660,3
"152","Bear-Sockeye","Sockeye",1989,1069218,204804,3
"153","Bear-Sockeye","Sockeye",1990,1188080,262946,3
"154","Bear-Sockeye","Sockeye",1991,376415,173913,3
"155","Bear-Sockeye","Sockeye",1992,503964,195830,3
"156","Bear-Sockeye","Sockeye",1993,540820,197988,3
"157","Bear-Sockeye","Sockeye",1994,787727,204441,3
"158","Bear-Sockeye","Sockeye",1995,713745,107961,3
"159","Bear-Sockeye","Sockeye",1996,503017,119629,3
"160","Bear-Sockeye","Sockeye",1997,348670,145311,3
"161","Bear-Sockeye","Sockeye",1998,226082,193420,3
"162","Bear-Sockeye","Sockeye",1999,114120,127890,3
"163","Bear-Sockeye","Sockeye",2000,740756,90947,3
"164","Bear-Sockeye","Sockeye",2001,401742,122505,3
"165","Bear-Sockeye","Sockeye",2002,1042167,95520,3
"166","Bear-Sockeye","Sockeye",2003,903429,139799,3
"167","Bear-Sockeye","Sockeye",2004,293118,80435,3
"168","Bear-Sockeye","Sockeye",2005,457637,221752,3
"169","Bear-Sockeye","Sockeye",2006,150731,182005,3
"170","Bear-Sockeye","Sockeye",2007,117462,224767,3
"171","Bear-Sockeye","Sockeye",2008,318351,195474,3
"172","Bear-Sockeye","Sockeye",2009,519639,133263,3
"173","Bear-Sockeye","Sockeye",2010,515426,142966,3
"291","Black Lake-Sockeye","Sockeye",1965,1948139,307192,4
"292","Black Lake-Sockeye","Sockeye",1966,1303562,383545,4
"293","Black Lake-Sockeye","Sockeye",1967,240643,328000,4
"294","Black Lake-Sockeye","Sockeye",1968,1210282,342343,4
"295","Black Lake-Sockeye","Sockeye",1969,477876,366589,4
"296","Black Lake-Sockeye","Sockeye",1970,446677,536257,4
"297","Black Lake-Sockeye","Sockeye",1971,1382628,671668,4
"298","Black Lake-Sockeye","Sockeye",1972,912946,326320,4
"299","Black Lake-Sockeye","Sockeye",1973,1243249,538462.0188,4
"300","Black Lake-Sockeye","Sockeye",1974,630062,364602.9223,4
"301","Black Lake-Sockeye","Sockeye",1975,361222,326563,4
"302","Black Lake-Sockeye","Sockeye",1976,1242182,553754,4
"303","Black Lake-Sockeye","Sockeye",1977,2181469,364557.2167,4
"304","Black Lake-Sockeye","Sockeye",1978,1087180,419731.6671,4
"305","Black Lake-Sockeye","Sockeye",1979,3347748,491467.4483,4
"306","Black Lake-Sockeye","Sockeye",1980,1726619,369580.3608,4
"307","Black Lake-Sockeye","Sockeye",1981,1910700,570209.7109,4
"308","Black Lake-Sockeye","Sockeye",1982,2250486,616117,4
"309","Black Lake-Sockeye","Sockeye",1983,592496,426177.6558,4
"310","Black Lake-Sockeye","Sockeye",1984,714559,597712.782,4
"311","Black Lake-Sockeye","Sockeye",1985,796950,376578,4
"312","Black Lake-Sockeye","Sockeye",1986,2413019,557771.8391,4
"313","Black Lake-Sockeye","Sockeye",1987,1462800,589299.016,4
"314","Black Lake-Sockeye","Sockeye",1988,1642102,420579.8777,4
"315","Black Lake-Sockeye","Sockeye",1989,1682130,384000.6569,4
"316","Black Lake-Sockeye","Sockeye",1990,1485840,434550.1559,4
"317","Black Lake-Sockeye","Sockeye",1991,1571071,662659.9907,4
"318","Black Lake-Sockeye","Sockeye",1992,959175,360680.7056,4
"319","Black Lake-Sockeye","Sockeye",1993,941757,364261.197,4
"320","Black Lake-Sockeye","Sockeye",1994,2041288,769464.8943,4
"321","Black Lake-Sockeye","Sockeye",1995,2061129,366496,4
"322","Black Lake-Sockeye","Sockeye",1996,1646122,464747.6207,4
"323","Black Lake-Sockeye","Sockeye",1997,781887,396667.9395,4
"324","Black Lake-Sockeye","Sockeye",1998,886267,410659.1088,4
"325","Black Lake-Sockeye","Sockeye",1999,995314,457423.6073,4
"326","Black Lake-Sockeye","Sockeye",2000,1581985,536139,4
"327","Black Lake-Sockeye","Sockeye",2001,875274,744015,4
"328","Black Lake-Sockeye","Sockeye",2002,380223,384088,4
"329","Black Lake-Sockeye","Sockeye",2003,691348,350004,4
"330","Black Lake-Sockeye","Sockeye",2004,919790,363800,4
"331","Black Lake-Sockeye","Sockeye",2005,1505933,355091,4
"332","Black Lake-Sockeye","Sockeye",2006,3239001,366497,4
"333","Black Lake-Sockeye","Sockeye",2007,870603,361091,4
"334","Black Lake-Sockeye","Sockeye",2008,2547085,377579,4
"335","Black Lake-Sockeye","Sockeye",2009,404861,391476,4
"336","Black Lake-Sockeye","Sockeye",2010,1222204,432535,4
"454","Chignik Lake-Sockeye","Sockeye",1965,964356,163151,5
"455","Chignik Lake-Sockeye","Sockeye",1966,757841,183525,5
"456","Chignik Lake-Sockeye","Sockeye",1967,569183,189000,5
"457","Chignik Lake-Sockeye","Sockeye",1968,742221,244836,5
"458","Chignik Lake-Sockeye","Sockeye",1969,816987,132055,5
"459","Chignik Lake-Sockeye","Sockeye",1970,636440,119952,5
"460","Chignik Lake-Sockeye","Sockeye",1971,2279874,232501,5
"461","Chignik Lake-Sockeye","Sockeye",1972,1059132,231270,5
"462","Chignik Lake-Sockeye","Sockeye",1973,1184600,243728.9812,5
"463","Chignik Lake-Sockeye","Sockeye",1974,1022580,313343.0777,5
"464","Chignik Lake-Sockeye","Sockeye",1975,1495171,257675,5
"465","Chignik Lake-Sockeye","Sockeye",1976,1039396,276793,5
"466","Chignik Lake-Sockeye","Sockeye",1977,1408755,328915.7833,5
"467","Chignik Lake-Sockeye","Sockeye",1978,920712,262815.3329,5
"468","Chignik Lake-Sockeye","Sockeye",1979,881483,246318,5
"469","Chignik Lake-Sockeye","Sockeye",1980,934875,294480.6392,5
"470","Chignik Lake-Sockeye","Sockeye",1981,713689,261239.2891,5
"471","Chignik Lake-Sockeye","Sockeye",1982,929500,221611,5
"472","Chignik Lake-Sockeye","Sockeye",1983,1245680,428034.3442,5
"473","Chignik Lake-Sockeye","Sockeye",1984,1974465,268495,5
"474","Chignik Lake-Sockeye","Sockeye",1985,784548,369260,5
"475","Chignik Lake-Sockeye","Sockeye",1986,1242159,215547.1609,5
"476","Chignik Lake-Sockeye","Sockeye",1987,1757451,214443.984,5
"477","Chignik Lake-Sockeye","Sockeye",1988,664969,255177.1223,5
"478","Chignik Lake-Sockeye","Sockeye",1989,1630416,557174.3431,5
"479","Chignik Lake-Sockeye","Sockeye",1990,1011618,335859.8441,5
"480","Chignik Lake-Sockeye","Sockeye",1991,980550,377438.0093,5
"481","Chignik Lake-Sockeye","Sockeye",1992,1095978,403755.2944,5
"482","Chignik Lake-Sockeye","Sockeye",1993,1537372,333115.803,5
"483","Chignik Lake-Sockeye","Sockeye",1994,1263379,197444.1057,5
"484","Chignik Lake-Sockeye","Sockeye",1995,1326001,373424.7019,5
"485","Chignik Lake-Sockeye","Sockeye",1996,1389229,284389.3793,5
"486","Chignik Lake-Sockeye","Sockeye",1997,966238,378950.0605,5
"487","Chignik Lake-Sockeye","Sockeye",1998,512228,290468.8912,5
"488","Chignik Lake-Sockeye","Sockeye",1999,349904,258542.3927,5
"489","Chignik Lake-Sockeye","Sockeye",2000,1123572,269086,5
"490","Chignik Lake-Sockeye","Sockeye",2001,932346,392903,5
"491","Chignik Lake-Sockeye","Sockeye",2002,756062,341132,5
"492","Chignik Lake-Sockeye","Sockeye",2003,1008413,334119,5
"493","Chignik Lake-Sockeye","Sockeye",2004,1275621,214459,5
"494","Chignik Lake-Sockeye","Sockeye",2005,1013999,225366,5
"495","Chignik Lake-Sockeye","Sockeye",2006,1583233,368995.601,5
"496","Chignik Lake-Sockeye","Sockeye",2007,995847,293883,5
"497","Chignik Lake-Sockeye","Sockeye",2008,1040801,328479.0781,5
"498","Chignik Lake-Sockeye","Sockeye",2009,1274820,328585.7231,5
"499","Chignik Lake-Sockeye","Sockeye",2010,1163649,311376,5
"579","Chilkoot-Sockeye","Sockeye",1976,126595,71291,6
"580","Chilkoot-Sockeye","Sockeye",1977,294302,97368,6
"581","Chilkoot-Sockeye","Sockeye",1978,280273,35454,6
"582","Chilkoot-Sockeye","Sockeye",1979,347858,96122,6
"583","Chilkoot-Sockeye","Sockeye",1980,213671,98673,6
"584","Chilkoot-Sockeye","Sockeye",1981,276484,84407,6
"585","Chilkoot-Sockeye","Sockeye",1982,348922,103038,6
"586","Chilkoot-Sockeye","Sockeye",1983,421796,80141,6
"587","Chilkoot-Sockeye","Sockeye",1984,353047,100781,6
"588","Chilkoot-Sockeye","Sockeye",1985,229079,69141,6
"589","Chilkoot-Sockeye","Sockeye",1986,296614,88024,6
"590","Chilkoot-Sockeye","Sockeye",1987,234015,94208,6
"591","Chilkoot-Sockeye","Sockeye",1988,68419,81274,6
"592","Chilkoot-Sockeye","Sockeye",1989,52073,54900,6
"593","Chilkoot-Sockeye","Sockeye",1990,13495,76119,6
"594","Chilkoot-Sockeye","Sockeye",1991,75508,92375,6
"595","Chilkoot-Sockeye","Sockeye",1992,79773,77601,6
"596","Chilkoot-Sockeye","Sockeye",1993,16526,52080,6
"597","Chilkoot-Sockeye","Sockeye",1994,25815,37007,6
"598","Chilkoot-Sockeye","Sockeye",1995,51310,7177,6
"599","Chilkoot-Sockeye","Sockeye",1996,145979,50739,6
"600","Chilkoot-Sockeye","Sockeye",1997,90778,44254,6
"601","Chilkoot-Sockeye","Sockeye",1998,65633,12335,6
"602","Chilkoot-Sockeye","Sockeye",1999,178310,19284,6
"603","Chilkoot-Sockeye","Sockeye",2000,102277,43555,6
"604","Chilkoot-Sockeye","Sockeye",2001,220505,76283,6
"605","Chilkoot-Sockeye","Sockeye",2002,180281,58361,6
"606","Chilkoot-Sockeye","Sockeye",2003,50730,75065,6
"607","Chilkoot-Sockeye","Sockeye",2004,52915,77660,6
"608","Chilkoot-Sockeye","Sockeye",2005,119487,51178,6
"609","Chilkoot-Sockeye","Sockeye",2006,82826,96203,6
"610","Chilkoot-Sockeye","Sockeye",2007,255796,72678,6
"611","Chilkoot-Sockeye","Sockeye",2008,63900,33117,6
"612","Chilkoot-Sockeye","Sockeye",2009,177451,33705,6
"613","Chilkoot-Sockeye","Sockeye",2010,187509,71657,6
"614","Chilkoot-Sockeye","Sockeye",2011,207662,65915,6
"620","Coghill-Sockeye","Sockeye",1962,54520,26866,7
"621","Coghill-Sockeye","Sockeye",1963,63949,63984,7
"622","Coghill-Sockeye","Sockeye",1964,163130,22200,7
"623","Coghill-Sockeye","Sockeye",1965,77666,62500,7
"624","Coghill-Sockeye","Sockeye",1966,86158,82500,7
"625","Coghill-Sockeye","Sockeye",1967,153330,33000,7
"626","Coghill-Sockeye","Sockeye",1968,137506,11800,7
"627","Coghill-Sockeye","Sockeye",1969,91748,81000,7
"628","Coghill-Sockeye","Sockeye",1970,220866,35200,7
"629","Coghill-Sockeye","Sockeye",1971,46728,15000,7
"630","Coghill-Sockeye","Sockeye",1972,218568,51000,7
"631","Coghill-Sockeye","Sockeye",1973,233688,55000,7
"632","Coghill-Sockeye","Sockeye",1974,110824,22334,7
"633","Coghill-Sockeye","Sockeye",1975,191527,34855,7
"634","Coghill-Sockeye","Sockeye",1976,173529,9056,7
"635","Coghill-Sockeye","Sockeye",1977,1251046,31562,7
"636","Coghill-Sockeye","Sockeye",1978,70302,42284,7
"637","Coghill-Sockeye","Sockeye",1979,150406,48281,7
"638","Coghill-Sockeye","Sockeye",1980,473655,142253,7
"639","Coghill-Sockeye","Sockeye",1981,496237,156112,7
"640","Coghill-Sockeye","Sockeye",1982,612158,180314,7
"641","Coghill-Sockeye","Sockeye",1983,106297,38783,7
"642","Coghill-Sockeye","Sockeye",1984,203086,63622,7
"643","Coghill-Sockeye","Sockeye",1985,16596,163342,7
"644","Coghill-Sockeye","Sockeye",1986,26916,74135,7
"645","Coghill-Sockeye","Sockeye",1987,60051,187263,7
"646","Coghill-Sockeye","Sockeye",1988,50494,72023,7
"647","Coghill-Sockeye","Sockeye",1989,9410,36881,7
"648","Coghill-Sockeye","Sockeye",1990,26127,8250,7
"649","Coghill-Sockeye","Sockeye",1991,153809,9701,7
"650","Coghill-Sockeye","Sockeye",1992,114126,29642,7
"651","Coghill-Sockeye","Sockeye",1993,67465,9232,7
"652","Coghill-Sockeye","Sockeye",1994,27939,7264,7
"653","Coghill-Sockeye","Sockeye",1995,317508,30382,7
"654","Coghill-Sockeye","Sockeye",1996,133471,38693,7
"655","Coghill-Sockeye","Sockeye",1997,44736,35010,7
"656","Coghill-Sockeye","Sockeye",1998,89490,27050,7
"657","Coghill-Sockeye","Sockeye",1999,234805,59311,7
"658","Coghill-Sockeye","Sockeye",2000,138406,28446,7
"659","Coghill-Sockeye","Sockeye",2001,10471,38547,7
"660","Coghill-Sockeye","Sockeye",2002,180332,28323,7
"661","Coghill-Sockeye","Sockeye",2003,100769,75427,7
"662","Coghill-Sockeye","Sockeye",2004,151952,30569,7
"663","Coghill-Sockeye","Sockeye",2005,29949,30313,7
"664","Coghill-Sockeye","Sockeye",2006,166652,23479,7
"665","Coghill-Sockeye","Sockeye",2007,658406,70001,7
"666","Coghill-Sockeye","Sockeye",2008,72233,29298,7
"676","Copper-Sockeye","Sockeye",1961,1466172,343140.4275,8
"677","Copper-Sockeye","Sockeye",1962,752678,416093.1807,8
"678","Copper-Sockeye","Sockeye",1963,620325,271007.3531,8
"679","Copper-Sockeye","Sockeye",1964,1187838,233990.1993,8
"680","Copper-Sockeye","Sockeye",1965,1790507,373563.22,8
"681","Copper-Sockeye","Sockeye",1966,1492942,374673.1046,8
"682","Copper-Sockeye","Sockeye",1967,870446,152518.2057,8
"683","Copper-Sockeye","Sockeye",1968,844266,234701.7683,8
"684","Copper-Sockeye","Sockeye",1969,917046,527822.3726,8
"685","Copper-Sockeye","Sockeye",1970,492013,329729.4895,8
"686","Copper-Sockeye","Sockeye",1971,1095884,585402.0987,8
"687","Copper-Sockeye","Sockeye",1972,1040825,408348.7457,8
"688","Copper-Sockeye","Sockeye",1973,460408,432244.8939,8
"689","Copper-Sockeye","Sockeye",1974,660223,209834.4829,8
"690","Copper-Sockeye","Sockeye",1975,589226,172586.4332,8
"691","Copper-Sockeye","Sockeye",1976,1169831,248496.4691,8
"692","Copper-Sockeye","Sockeye",1977,1878510,357096.425,8
"693","Copper-Sockeye","Sockeye",1978,1405959,234393.7055,8
"694","Copper-Sockeye","Sockeye",1979,2083034,507703.1474,8
"695","Copper-Sockeye","Sockeye",1980,1455745,609245.6797,8
"696","Copper-Sockeye","Sockeye",1981,1123037,779344.0319,8
"697","Copper-Sockeye","Sockeye",1982,1942981,609259.1798,8
"698","Copper-Sockeye","Sockeye",1983,962643,689904.8681,8
"699","Copper-Sockeye","Sockeye",1984,1665949,837471.7362,8
"700","Copper-Sockeye","Sockeye",1985,1121383,644071.2164,8
"701","Copper-Sockeye","Sockeye",1986,1943552,512181.0056,8
"702","Copper-Sockeye","Sockeye",1987,1709543,505998.9939,8
"703","Copper-Sockeye","Sockeye",1988,1755011,495779.976,8
"704","Copper-Sockeye","Sockeye",1989,1982777,581067.3784,8
"705","Copper-Sockeye","Sockeye",1990,1657982,619668.0198,8
"706","Copper-Sockeye","Sockeye",1991,2878964,567389.9221,8
"707","Copper-Sockeye","Sockeye",1992,3102759,558331.0406,8
"708","Copper-Sockeye","Sockeye",1993,2303628,652721.1081,8
"709","Copper-Sockeye","Sockeye",1994,1452968,614989.2834,8
"710","Copper-Sockeye","Sockeye",1995,1638422,528715.4215,8
"711","Copper-Sockeye","Sockeye",1996,1916383,674836.3295,8
"712","Copper-Sockeye","Sockeye",1997,1596773,900332.7069,8
"713","Copper-Sockeye","Sockeye",1998,1911922,635380.7972,8
"714","Copper-Sockeye","Sockeye",1999,1586662,648887,8
"715","Copper-Sockeye","Sockeye",2000,2330999,537592,8
"716","Copper-Sockeye","Sockeye",2001,2204284,680513,8
"717","Copper-Sockeye","Sockeye",2002,2909184,732389,8
"718","Copper-Sockeye","Sockeye",2003,1292452,653564,8
"719","Copper-Sockeye","Sockeye",2004,1183051,586275,8
"720","Copper-Sockeye","Sockeye",2005,1266774,633006.3006,8
"721","Copper-Sockeye","Sockeye",2006,2395210,777091,8
"722","Copper-Sockeye","Sockeye",2007,3025008,786932,8
"723","Copper-Sockeye","Sockeye",2008,2237922,615240,8
"724","Copper-Sockeye","Sockeye",2009,3033238,605329,8
"725","Copper-Sockeye","Sockeye",2010,2697904.5,668184,8
"802","Early Karluk-Sockeye","Sockeye",1981,489387,97937,9
"803","Early Karluk-Sockeye","Sockeye",1982,386084,122705,9
"804","Early Karluk-Sockeye","Sockeye",1983,414005,215620,9
"805","Early Karluk-Sockeye","Sockeye",1984,261975,288422,9
"806","Early Karluk-Sockeye","Sockeye",1985,275777,316688,9
"807","Early Karluk-Sockeye","Sockeye",1986,431120,358756,9
"808","Early Karluk-Sockeye","Sockeye",1987,593814,354094,9
"809","Early Karluk-Sockeye","Sockeye",1988,433212,296510,9
"810","Early Karluk-Sockeye","Sockeye",1989,485915,349753,9
"811","Early Karluk-Sockeye","Sockeye",1990,473857,196197,9
"812","Early Karluk-Sockeye","Sockeye",1991,682576,243069,9
"813","Early Karluk-Sockeye","Sockeye",1992,241402,217152,9
"814","Early Karluk-Sockeye","Sockeye",1993,467752,261169,9
"815","Early Karluk-Sockeye","Sockeye",1994,628010,260771,9
"816","Early Karluk-Sockeye","Sockeye",1995,689063,238079,9
"817","Early Karluk-Sockeye","Sockeye",1996,607663,250357,9
"818","Early Karluk-Sockeye","Sockeye",1997,481083,252859,9
"819","Early Karluk-Sockeye","Sockeye",1998,854227,252298,9
"820","Early Karluk-Sockeye","Sockeye",1999,842566,392419,9
"821","Early Karluk-Sockeye","Sockeye",2000,510358,291351,9
"822","Early Karluk-Sockeye","Sockeye",2001,605011,338799,9
"823","Early Karluk-Sockeye","Sockeye",2002,171904,456842,9
"824","Early Karluk-Sockeye","Sockeye",2003,79221,451856,9
"825","Early Karluk-Sockeye","Sockeye",2004,71869,393468,9
"826","Early Karluk-Sockeye","Sockeye",2005,54007,283860,9
"827","Early Karluk-Sockeye","Sockeye",2006,81804,202366,9
"828","Early Karluk-Sockeye","Sockeye",2007,381997,294740,9
"829","Early Karluk-Sockeye","Sockeye",2008,414940,82191,9
"830","Early Karluk-Sockeye","Sockeye",2009,267030,52798,9
"831","Early Karluk-Sockeye","Sockeye",2010,397090,71453,9
"906","Early Upper Station-Sockeye","Sockeye",1969,30534,22509,10
"907","Early Upper Station-Sockeye","Sockeye",1970,11458,16168,10
"908","Early Upper Station-Sockeye","Sockeye",1971,25904,32529,10
"909","Early Upper Station-Sockeye","Sockeye",1972,39070,39613,10
"910","Early Upper Station-Sockeye","Sockeye",1973,53756,26892,10
"911","Early Upper Station-Sockeye","Sockeye",1974,93734,35319,10
"912","Early Upper Station-Sockeye","Sockeye",1975,32065,10325,10
"913","Early Upper Station-Sockeye","Sockeye",1976,94522,28567,10
"914","Early Upper Station-Sockeye","Sockeye",1977,211375,26380,10
"915","Early Upper Station-Sockeye","Sockeye",1978,154029,66157,10
"916","Early Upper Station-Sockeye","Sockeye",1979,102074,53115,10
"917","Early Upper Station-Sockeye","Sockeye",1980,33082,37866,10
"918","Early Upper Station-Sockeye","Sockeye",1981,119018,77042,10
"919","Early Upper Station-Sockeye","Sockeye",1982,249397,170610,10
"920","Early Upper Station-Sockeye","Sockeye",1983,150272,115890,10
"921","Early Upper Station-Sockeye","Sockeye",1984,68680,96798,10
"922","Early Upper Station-Sockeye","Sockeye",1985,166378,27408,10
"923","Early Upper Station-Sockeye","Sockeye",1986,186761,100812,10
"924","Early Upper Station-Sockeye","Sockeye",1987,66322,74747,10
"925","Early Upper Station-Sockeye","Sockeye",1988,47035,56724,10
"926","Early Upper Station-Sockeye","Sockeye",1989,129214,64582,10
"927","Early Upper Station-Sockeye","Sockeye",1990,120383,56159,10
"928","Early Upper Station-Sockeye","Sockeye",1991,294021,50026,10
"929","Early Upper Station-Sockeye","Sockeye",1992,52835,19076,10
"930","Early Upper Station-Sockeye","Sockeye",1993,61866,34852,10
"931","Early Upper Station-Sockeye","Sockeye",1994,119248,37645,10
"932","Early Upper Station-Sockeye","Sockeye",1995,155291,41492,10
"933","Early Upper Station-Sockeye","Sockeye",1996,184138,58686,10
"934","Early Upper Station-Sockeye","Sockeye",1997,26069,47655,10
"935","Early Upper Station-Sockeye","Sockeye",1998,69281,30713,10
"936","Early Upper Station-Sockeye","Sockeye",1999,192197,36521,10
"937","Early Upper Station-Sockeye","Sockeye",2000,254762,55761,10
"938","Early Upper Station-Sockeye","Sockeye",2001,51295,66795,10
"939","Early Upper Station-Sockeye","Sockeye",2002,19283,36802,10
"940","Early Upper Station-Sockeye","Sockeye",2003,71842,76175,10
"941","Early Upper Station-Sockeye","Sockeye",2004,110567,78487,10
"942","Early Upper Station-Sockeye","Sockeye",2005,66380,60349,10
"943","Early Upper Station-Sockeye","Sockeye",2006,48997,24997,10
"944","Early Upper Station-Sockeye","Sockeye",2007,57352,31895,10
"945","Early Upper Station-Sockeye","Sockeye",2008,48370,38800,10
"946","Early Upper Station-Sockeye","Sockeye",2009,49491,34585,10
"947","Early Upper Station-Sockeye","Sockeye",2010,62611,42060,10
"1020","Eshamy-Sockeye","Sockeye",1964,276208.5,68129,11
"1024","Eshamy-Sockeye","Sockeye",1968,84330.75,68048,11
"1025","Eshamy-Sockeye","Sockeye",1969,32435,61196,11
"1026","Eshamy-Sockeye","Sockeye",1970,11690,11460,11
"1027","Eshamy-Sockeye","Sockeye",1971,6667,954,11
"1028","Eshamy-Sockeye","Sockeye",1972,59976,28683,11
"1029","Eshamy-Sockeye","Sockeye",1973,34411,10202,11
"1030","Eshamy-Sockeye","Sockeye",1974,15946,633,11
"1031","Eshamy-Sockeye","Sockeye",1975,31355,1724,11
"1032","Eshamy-Sockeye","Sockeye",1976,178061,19367,11
"1033","Eshamy-Sockeye","Sockeye",1977,38453,11746,11
"1034","Eshamy-Sockeye","Sockeye",1978,36904,12580,11
"1035","Eshamy-Sockeye","Sockeye",1979,39724,12169,11
"1036","Eshamy-Sockeye","Sockeye",1980,270623,44263,11
"1037","Eshamy-Sockeye","Sockeye",1981,31644.5,23048,11
"1040","Eshamy-Sockeye","Sockeye",1984,117484,36121,11
"1041","Eshamy-Sockeye","Sockeye",1985,58138,26178,11
"1042","Eshamy-Sockeye","Sockeye",1986,39946,6949,11
"1044","Eshamy-Sockeye","Sockeye",1988,93876,31747,11
"1045","Eshamy-Sockeye","Sockeye",1989,70390,57106,11
"1046","Eshamy-Sockeye","Sockeye",1990,58447,14191,11
"1047","Eshamy-Sockeye","Sockeye",1991,23930,45814,11
"1048","Eshamy-Sockeye","Sockeye",1992,24229.5,30627,11
"1049","Eshamy-Sockeye","Sockeye",1993,53536.5,34657,11
